decision_id,term_id,concept_id,locale,source_concept_key,chosen_wording,sense_and_scope,source_locations,target_locations,authorities_actually_checked,authority_result,rationale,alternatives_considered,uncertainty,precise_review_question,provisional_open_to_correction,decision_record_origin,existing_registry_status
AC-TD-0501,AC-TERM-0501,r012:concept:asymmetric-lovasz-local-lemma,id-ID,asymmetric-lovasz-local-lemma,Lemma Lokal Lovász asimetris,probabilistic combinatorics | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_kitchensink_lovasz-local.ptx (paired upstream module; English literal not reconstructed),source/source/s_kitchensink_lovasz-local.ptx (registry-cited module; literal anchor not recovered),Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'probabilistic combinatorics' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: bentuk asimetris Lemma Lokal Lovász; rejected or scope-inappropriate forms: asymmetric LLL,moderate; variants or rejected forms require expert preference review,"In probabilistic combinatorics, does 'Lemma Lokal Lovász asimetris' accurately and naturally express asymmetric lovasz local lemma, or should 'bentuk asimetris Lemma Lokal Lovász' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0502,AC-TERM-0502,r012:concept:symmetric-lovasz-local-lemma,id-ID,symmetric-lovasz-local-lemma,Lemma Lokal Lovász simetris,probabilistic combinatorics | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_kitchensink_lovasz-local.ptx (paired upstream module; English literal not reconstructed),source/source/s_kitchensink_lovasz-local.ptx (registry-cited module; literal anchor not recovered),Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'probabilistic combinatorics' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: bentuk simetris Lemma Lokal Lovász; rejected or scope-inappropriate forms: symmetric LLL,moderate; variants or rejected forms require expert preference review,"In probabilistic combinatorics, does 'Lemma Lokal Lovász simetris' accurately and naturally express symmetric lovasz local lemma, or should 'bentuk simetris Lemma Lokal Lovász' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0503,AC-TERM-0503,r012:concept:dependency-neighborhood,id-ID,dependency-neighborhood,lingkungan kejadian,Local Lemma | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_kitchensink_applying-local-lemma.ptx (paired upstream module; English literal not reconstructed),source/source/s_kitchensink_applying-local-lemma.ptx (registry-cited module; literal anchor not recovered),Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Local Lemma' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: lingkungan kebergantungan; rejected or scope-inappropriate forms: event neighborhood,moderate; variants or rejected forms require expert preference review,"In Local Lemma, does 'lingkungan kejadian' accurately and naturally express dependency neighborhood, or should 'lingkungan kebergantungan' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0504,AC-TERM-0504,r012:concept:lower-bound,id-ID,lower-bound,batas bawah,extremal estimates | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_kitchensink_applying-local-lemma.ptx:L3,9,12,15","source/source/s_kitchensink_applying-local-lemma.ptx:L3,9,12,15",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'extremal estimates' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: lower bound,moderate; variants or rejected forms require expert preference review,"In extremal estimates, does 'batas bawah' accurately and naturally express lower bound, or should 'lower bound' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0505,AC-TERM-0505,r012:concept:asymptotic-order,id-ID,asymptotic-order,orde asimtotik,asymptotic estimates | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_kitchensink_applying-local-lemma.ptx (paired upstream module; English literal not reconstructed),source/source/s_kitchensink_applying-local-lemma.ptx (registry-cited module; literal anchor not recovered),Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'asymptotic estimates' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: tingkat pertumbuhan; rejected or scope-inappropriate forms: asymptotic order,moderate; variants or rejected forms require expert preference review,"In asymptotic estimates, does 'orde asimtotik' accurately and naturally express asymptotic order, or should 'tingkat pertumbuhan' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0506,AC-TERM-0506,r012:concept:back-matter,id-ID,back-matter,bagian akhir,book structure | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/backmatter.ptx:L2,source/source/backmatter.ptx:L2,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'book structure' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: materi belakang,moderate; variants or rejected forms require expert preference review,"In book structure, does 'bagian akhir' accurately and naturally express back matter, or should 'materi belakang' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0507,AC-TERM-0507,r012:concept:notation-list,id-ID,notation-list,daftar notasi,reference apparatus | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/backmatter.ptx (paired upstream module; English literal not reconstructed),source/source/backmatter.ptx:L9,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'reference apparatus' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In reference apparatus, does 'daftar notasi' accurately and naturally express notation list, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0508,AC-TERM-0508,r012:concept:book-index,id-ID,book-index,indeks,reference apparatus | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/backmatter.ptx (paired upstream module; English literal not reconstructed),source/source/backmatter.ptx:L14,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'reference apparatus' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In reference apparatus, does 'indeks' accurately and naturally express book index, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0509,AC-TERM-0509,r012:concept:body-font,id-ID,body-font,fon teks utama,typesetting | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/backmatter.ptx:L19,source/source/backmatter.ptx:L19,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'typesetting' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: fon isi; rejected or scope-inappropriate forms: font tubuh,moderate; variants or rejected forms require expert preference review,"In typesetting, does 'fon teks utama' accurately and naturally express body font, or should 'fon isi' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0510,AC-TERM-0510,r012:concept:mathematical-symbol-font,id-ID,mathematical-symbol-font,fon simbol matematika,typesetting | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/backmatter.ptx (paired upstream module; English literal not reconstructed),source/source/backmatter.ptx:L19,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'typesetting' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In typesetting, does 'fon simbol matematika' accurately and naturally express mathematical symbol font, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0511,AC-TERM-0511,r012:concept:document-class,id-ID,document-class,kelas dokumen,LaTeX typesetting | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/backmatter.ptx:L19,source/source/backmatter.ptx:L19,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'LaTeX typesetting' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In LaTeX typesetting, does 'kelas dokumen' accurately and naturally express document class, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0512,AC-TERM-0512,r012:concept:color-scheme,id-ID,color-scheme,skema warna,HTML presentation | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/backmatter.ptx:L19,source/source/backmatter.ptx:L19,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'HTML presentation' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In HTML presentation, does 'skema warna' accurately and naturally express color scheme, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0513,AC-TERM-0513,r012:concept:epilogue,id-ID,epilogue,epilog,book structure | register: formal Indonesian,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx:L1,2","source/source/ch_epilogue.ptx:L1,2",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'book structure' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: epilogue,moderate; variants or rejected forms require expert preference review,"In book structure, does 'epilog' accurately and naturally express epilogue, or should 'epilogue' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0514,AC-TERM-0514,r012:concept:technology-entrepreneurship,id-ID,technology-entrepreneurship,perusahaan teknologi tinggi,technology entrepreneurship | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx (paired upstream module; English literal not reconstructed),source/source/ch_epilogue.ptx:L6,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'technology entrepreneurship' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In technology entrepreneurship, does 'perusahaan teknologi tinggi' accurately and naturally express technology entrepreneurship, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0515,AC-TERM-0515,r012:concept:venture-capital,id-ID,venture-capital,modal ventura,business finance | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx:L6,source/source/ch_epilogue.ptx:L6,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'business finance' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In business finance, does 'modal ventura' accurately and naturally express venture capital, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0516,AC-TERM-0516,r012:concept:initial-public-offering,id-ID,initial-public-offering,penawaran umum perdana (IPO),business finance | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx (paired upstream module; English literal not reconstructed),source/source/ch_epilogue.ptx:L6,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'business finance' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: IPO,moderate; variants or rejected forms require expert preference review,"In business finance, does 'penawaran umum perdana (IPO)' accurately and naturally express initial public offering, or should 'IPO' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0517,AC-TERM-0517,r012:concept:graduate-fellowship,id-ID,graduate-fellowship,beasiswa pascasarjana,academic careers | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx:L9,source/source/ch_epilogue.ptx:L9,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'academic careers' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In academic careers, does 'beasiswa pascasarjana' accurately and naturally express graduate fellowship, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0518,AC-TERM-0518,r012:concept:postdoctoral-position,id-ID,postdoctoral-position,posisi pascadoktoral,academic careers | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx:L9,source/source/ch_epilogue.ptx:L9,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'academic careers' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: posisi postdoktoral,moderate; variants or rejected forms require expert preference review,"In academic careers, does 'posisi pascadoktoral' accurately and naturally express postdoctoral position, or should 'posisi postdoktoral' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0519,AC-TERM-0519,r012:concept:tenure-track-position,id-ID,tenure-track-position,posisi jalur tetap,academic careers | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx (paired upstream module; English literal not reconstructed),source/source/ch_epilogue.ptx:L9,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'academic careers' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: posisi jalur menuju status tetap; rejected or scope-inappropriate forms: posisi tenure-track,moderate; variants or rejected forms require expert preference review,"In academic careers, does 'posisi jalur tetap' accurately and naturally express tenure track position, or should 'posisi jalur menuju status tetap' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0520,AC-TERM-0520,r012:concept:quantitative-finance-career,id-ID,quantitative-finance-career,karier keuangan kuantitatif,career pathways | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx (paired upstream module; English literal not reconstructed),source/source/ch_epilogue.ptx:L12,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'career pathways' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: pekerjaan analitis di sektor keuangan,moderate; variants or rejected forms require expert preference review,"In career pathways, does 'karier keuangan kuantitatif' accurately and naturally express quantitative finance career, or should 'pekerjaan analitis di sektor keuangan' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0521,AC-TERM-0521,r012:concept:operating-system,id-ID,operating-system,sistem operasi,computing | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx:L15,source/source/ch_epilogue.ptx:L15,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'computing' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In computing, does 'sistem operasi' accurately and naturally express operating system, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0522,AC-TERM-0522,r012:concept:attendant-software,id-ID,attendant-software,perangkat lunak pendamping,computing | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx:L15,source/source/ch_epilogue.ptx:L15,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'computing' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: perangkat lunak pengiring,moderate; variants or rejected forms require expert preference review,"In computing, does 'perangkat lunak pendamping' accurately and naturally express attendant software, or should 'perangkat lunak pengiring' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0523,AC-TERM-0523,r012:concept:computing-device,id-ID,computing-device,perangkat komputasi,computing | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx:L15,source/source/ch_epilogue.ptx:L15,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'computing' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In computing, does 'perangkat komputasi' accurately and naturally express computing device, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0524,AC-TERM-0524,r012:concept:smartphone,id-ID,smartphone,ponsel pintar,computing | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx (paired upstream module; English literal not reconstructed),source/source/ch_epilogue.ptx:L15,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'computing' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: telepon pintar; rejected or scope-inappropriate forms: smartphone,moderate; variants or rejected forms require expert preference review,"In computing, does 'ponsel pintar' accurately and naturally express smartphone, or should 'telepon pintar' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0525,AC-TERM-0525,r012:concept:computational-public-health,id-ID,computational-public-health,analisis virus,public health | register: formal Indonesian,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_epilogue.ptx (paired upstream module; English literal not reconstructed),source/source/ch_epilogue.ptx:L18,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'public health' and register 'formal Indonesian', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In public health, does 'analisis virus' accurately and naturally express computational public health, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
